Date,BEP,EIX,NEE,PCG,SRE,TSLA
2019-03-15,31.350000381469727,63.91999816894531,191.24000549316406,19.649999618530273,124.62000274658203,275.42999267578125
2019-03-18,31.43000030517578,63.52000045776367,190.8699951171875,19.43000030517578,124.6500015258789,269.489990234375
2019-03-19,31.3700008392334,63.0099983215332,188.5,19.06999969482422,123.93000030517578,267.4700012207031
2019-03-20,31.3700008392334,63.290000915527344,189.8699951171875,19.079999923706055,125.05000305175781,273.6000061035156
2019-03-21,31.40999984741211,64.9800033569336,191.91000366210938,19.049999237060547,125.87000274658203,274.0199890136719
2019-03-22,31.309999465942383,64.69000244140625,193.92999267578125,19.420000076293945,126.06999969482422,264.5299987792969
2019-03-25,31.420000076293945,64.29000091552734,193.61000061035156,18.209999084472656,125.04000091552734,260.4200134277344
2019-03-26,31.610000610351562,65.06999969482422,195.0,17.950000762939453,125.4800033569336,267.7699890136719
2019-03-27,31.81999969482422,63.810001373291016,193.9199981689453,17.68000030517578,125.41000366210938,274.8299865722656
2019-03-28,31.520000457763672,62.15999984741211,191.9199981689453,17.25,124.47000122070312,278.6199951171875
2019-03-29,31.950000762939453,61.91999816894531,193.32000732421875,17.799999237060547,125.86000061035156,279.8599853515625
2019-04-01,31.989999771118164,62.70000076293945,190.49000549316406,18.010000228881836,126.62999725341797,289.17999267578125
2019-04-02,31.950000762939453,62.5099983215332,189.47999572753906,17.65999984741211,127.23999786376953,285.8800048828125
2019-04-03,31.6299991607666,63.45000076293945,189.30999755859375,18.469999313354492,127.23999786376953,291.80999755859375
2019-04-04,31.459999084472656,63.689998626708984,188.39999389648438,18.860000610351562,127.0199966430664,267.7799987792969
2019-04-05,31.420000076293945,63.83000183105469,190.0800018310547,19.3700008392334,128.24000549316406,274.9599914550781
2019-04-08,32.0,63.7599983215332,188.63999938964844,19.68000030517578,127.79000091552734,273.20001220703125
2019-04-09,31.81999969482422,62.470001220703125,189.7100067138672,18.81999969482422,127.88999938964844,272.30999755859375
2019-04-10,31.729999542236328,62.65999984741211,188.6199951171875,18.8700008392334,127.43000030517578,276.05999755859375
2019-04-11,31.450000762939453,62.599998474121094,190.0399932861328,19.1299991607666,128.10000610351562,268.4200134277344
2019-04-12,31.329999923706055,67.12999725341797,190.85000610351562,23.079999923706055,129.85000610351562,267.70001220703125
2019-04-15,31.469999313354492,65.19999694824219,191.16000366210938,23.719999313354492,128.55999755859375,266.3800048828125
2019-04-16,31.579999923706055,64.44000244140625,189.52000427246094,22.260000228881836,127.2699966430664,273.3599853515625
2019-04-17,31.530000686645508,63.40999984741211,189.64999389648438,21.850000381469727,127.29000091552734,271.2300109863281
2019-04-18,31.530000686645508,63.09000015258789,189.36000061035156,21.0,127.41000366210938,273.260009765625
2019-04-22,31.690000534057617,63.02000045776367,190.3800048828125,21.399999618530273,125.37999725341797,262.75
2019-04-23,31.579999923706055,63.619998931884766,189.7899932861328,21.530000686645508,126.12000274658203,263.8999938964844
2019-04-24,31.350000381469727,64.19999694824219,190.05999755859375,22.93000030517578,126.41000366210938,258.6600036621094
2019-04-25,31.270000457763672,63.58000183105469,190.47999572753906,23.09000015258789,127.33999633789062,247.6300048828125
2019-04-26,31.389999389648438,63.560001373291016,191.7100067138672,23.40999984741211,128.0500030517578,235.13999938964844
2019-04-29,31.450000762939453,63.29999923706055,191.77000427246094,23.420000076293945,125.80000305175781,241.47000122070312
2019-04-30,31.520000457763672,63.77000045776367,194.44000244140625,22.520000457763672,127.94999694824219,238.69000244140625
2019-05-01,31.360000610351562,60.290000915527344,193.27000427246094,21.700000762939453,126.19999694824219,234.00999450683594
2019-05-02,31.43000030517578,59.70000076293945,191.72000122070312,20.959999084472656,125.97000122070312,244.10000610351562
2019-05-03,31.200000762939453,60.59000015258789,192.41000366210938,21.489999771118164,127.44999694824219,255.02999877929688
2019-05-06,31.260000228881836,61.18000030517578,190.89999389648438,21.34000015258789,126.38999938964844,255.33999633789062
2019-05-07,31.1200008392334,61.220001220703125,189.75,21.0,125.70999908447266,247.05999755859375
2019-05-08,30.920000076293945,60.130001068115234,187.8800048828125,20.260000228881836,125.76000213623047,244.83999633789062
2019-05-09,30.920000076293945,59.84000015258789,188.61000061035156,19.350000381469727,126.20999908447266,241.97999572753906
2019-05-10,31.469999313354492,59.189998626708984,191.75999450683594,18.600000381469727,129.2100067138672,239.52000427246094
2019-05-13,31.530000686645508,60.150001525878906,194.92999267578125,18.229999542236328,129.32000732421875,227.00999450683594
2019-05-14,31.639999389648438,59.849998474121094,194.89999389648438,18.360000610351562,129.36000061035156,232.30999755859375
2019-05-15,31.760000228881836,60.0099983215332,194.86000061035156,18.059999465942383,129.8800048828125,231.9499969482422
2019-05-16,31.860000610351562,59.95000076293945,197.11000061035156,18.170000076293945,130.72000122070312,228.3300018310547
2019-05-17,31.989999771118164,59.959999084472656,198.97999572753906,17.020000457763672,130.4499969482422,211.02999877929688
2019-05-20,32.20000076293945,60.040000915527344,199.35000610351562,17.68000030517578,131.17999267578125,205.36000061035156
2019-05-21,32.310001373291016,60.61000061035156,198.89999389648438,18.450000762939453,131.5,205.0800018310547
2019-05-22,32.400001525878906,61.150001525878906,201.92999267578125,19.0,134.3000030517578,192.72999572753906
2019-05-23,32.52000045776367,61.70000076293945,203.52999877929688,18.989999771118164,135.8800048828125,195.49000549316406
2019-05-24,32.61000061035156,60.88999938964844,203.3699951171875,18.829999923706055,134.35000610351562,190.6300048828125
2019-05-28,33.2599983215332,58.279998779296875,201.1699981689453,17.729999542236328,133.10000610351562,188.6999969482422
2019-05-29,33.02000045776367,58.66999816894531,198.72000122070312,17.1299991607666,130.75,189.86000061035156
2019-05-30,31.829999923706055,59.70000076293945,198.94000244140625,17.780000686645508,131.57000732421875,188.22000122070312
2019-05-31,32.189998626708984,59.369998931884766,198.2100067138672,17.100000381469727,131.4499969482422,185.16000366210938
2019-06-03,32.43000030517578,60.58000183105469,199.5800018310547,17.889999389648438,131.91000366210938,178.97000122070312
2019-06-04,32.709999084472656,62.31999969482422,199.3800048828125,18.739999771118164,132.19000244140625,193.60000610351562
2019-06-05,32.869998931884766,64.55999755859375,204.64999389648438,20.75,134.02000427246094,196.58999633789062
2019-06-06,33.310001373291016,63.47999954223633,205.75999450683594,20.969999313354492,134.97999572753906,205.9499969482422
2019-06-07,33.7400016784668,62.63999938964844,204.38999938964844,20.459999084472656,134.49000549316406,204.5
2019-06-10,33.63999938964844,60.869998931884766,203.4199981689453,19.770000457763672,134.08999633789062,212.8800048828125
2019-06-11,33.630001068115234,60.20000076293945,201.97000122070312,19.100000381469727,134.72000122070312,217.10000610351562
2019-06-12,33.599998474121094,59.52000045776367,204.5500030517578,18.239999771118164,135.69000244140625,209.25999450683594
2019-06-13,33.45000076293945,59.880001068115234,204.77000427246094,18.290000915527344,136.83999633789062,213.91000366210938
2019-06-14,33.560001373291016,59.439998626708984,206.9600067138672,18.479999542236328,137.75999450683594,214.9199981689453
2019-06-17,33.86000061035156,60.130001068115234,206.3699951171875,18.8799991607666,137.9499969482422,225.02999877929688
2019-06-18,33.97999954223633,60.68000030517578,205.4199981689453,19.139999389648438,137.25,224.74000549316406
2019-06-19,34.2599983215332,62.36000061035156,206.24000549316406,20.530000686645508,139.05999755859375,226.42999267578125
2019-06-20,34.4900016784668,63.779998779296875,206.3800048828125,23.56999969482422,140.32000732421875,219.6199951171875
2019-06-21,34.439998626708984,65.41000366210938,207.5500030517578,22.959999084472656,141.0399932861328,221.86000061035156
2019-06-24,34.540000915527344,65.55000305175781,208.1999969482422,21.670000076293945,140.85000610351562,223.63999938964844
2019-06-25,34.540000915527344,65.05999755859375,206.22000122070312,21.600000381469727,140.47000122070312,219.75999450683594
2019-06-26,34.439998626708984,63.84000015258789,203.07000732421875,21.719999313354492,137.00999450683594,219.27000427246094
2019-06-27,34.560001373291016,65.12000274658203,204.5500030517578,23.950000762939453,135.5399932861328,222.83999633789062
2019-06-28,34.59000015258789,67.41000366210938,204.86000061035156,22.920000076293945,137.44000244140625,223.4600067138672
2019-07-01,34.900001525878906,67.05999755859375,204.02000427246094,23.350000381469727,136.66000366210938,227.1699981689453
2019-07-02,35.380001068115234,67.16000366210938,207.66000366210938,22.399999618530273,138.1999969482422,224.5500030517578
2019-07-03,35.9900016784668,67.69000244140625,208.72999572753906,22.3700008392334,137.64999389648438,234.89999389648438
2019-07-05,35.97999954223633,67.18000030517578,208.11000061035156,21.790000915527344,138.3800048828125,233.10000610351562
2019-07-08,35.90999984741211,69.29000091552734,209.1300048828125,21.729999542236328,138.52000427246094,230.33999633789062
2019-07-09,35.72999954223633,69.72000122070312,208.16000366210938,21.889999389648438,139.0500030517578,230.05999755859375
2019-07-10,35.97999954223633,69.62000274658203,209.47999572753906,21.399999618530273,139.66000366210938,238.9199981689453
2019-07-11,36.34000015258789,69.94999694824219,210.39999389648438,20.450000762939453,140.38999938964844,238.60000610351562
2019-07-12,35.93000030517578,70.63999938964844,208.72999572753906,19.399999618530273,139.88999938964844,245.0800018310547
2019-07-15,35.93000030517578,70.55999755859375,208.85000610351562,17.739999771118164,139.99000549316406,253.5
2019-07-16,35.93000030517578,70.0999984741211,207.8800048828125,18.1299991607666,139.25999450683594,252.3800048828125
2019-07-17,36.0099983215332,69.68000030517578,209.91000366210938,18.450000762939453,139.9499969482422,254.86000061035156
2019-07-18,36.130001068115234,70.77999877929688,212.36000061035156,18.459999084472656,141.1699981689453,253.5399932861328
